股票代码,报告期,实际披露日,数据截止日,评分日期,数据来源,来源等级,收入,归母净利润,扣非净利润,经营现金流净额,自由现金流,FCF净利比,ROE,ROIC,收入3年CAGR,扣非净利润3年CAGR,资产负债率,应收周转天数,存货周转天数,有息负债率,利息保障倍数,PE_TTM,PB_MRQ,估值日期,估值数据状态,毛利率,净利率,审计意见,数据状态,备注,FCF_Yield,大股东质押率,商誉净资产比,EV_EBITDA,监管处罚次数,关联交易风险,诉讼仲裁次数,对外担保风险
300661,20260331,2026-04-27,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1098130967.75,123692813.99,100149975.15,47692844.81,47692844.81,0.3855749034366358,0.0231,0.02257152,0.2885392059848926,1.5271751825415945,0.23454624,28.125132,257.563206,0.4859,1669.2621,100.5,11.23,2026-07-30,当前估值快照，历史估值待核验,51.628284,11.179693,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0038365662033496,0.0,0.0547643192559671,97.69,0,0.00117,0,0.0
2920,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6495182292.0,461487967.35,475908494.76,1115825726.19,1115825726.19,2.4178869334284063,0.0295,0.0284856499999999,0.1770045986025346,0.1778532366016183,0.49356408,113.733666,87.50707,0.8424,5902.77,22.75,3.5,2026-07-30,当前估值快照，历史估值待核验,18.596436,7.19615,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1062807443265233,0.0,0.0,41.04,0,0.009758,0,0.000962
792,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6431955107.5,3026668895.57,2884110426.95,3085047416.7,3085047416.7,1.0192880434379346,0.0654,0.06570771,0.1097227654647332,0.0927477723452685,0.15848554,2.340029,59.294371,0.9685,-5504.3521,14.23,3.3,2026-07-30,当前估值快照，历史估值待核验,68.722459,54.255979,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0716295181614852,0.1159,0.0,5.88,25,0.001635,0,0.001323
600219,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,9066732846.14,1100775007.11,1082014179.08,1052313842.63,1052313842.63,0.9559754135341144,0.0209,0.0206843099999999,0.0987910999928667,0.2850042017252474,0.18440426,37.032925,100.810387,0.072539,-7125.2445,12.84,1.04,2026-07-30,当前估值快照，历史估值待核验,21.638107,13.50869,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0744529138266444,0.1746,0.0,0.63,9,0.001414,0,0.0
600188,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,34588720000.0,3954969000.0,1060297000.0,6182253000.0,6182253000.0,1.563160924902319,0.0384,0.02292377,-0.1156899087916015,-0.4264393820655549,0.62101139,23.475912,28.598815,0.128966,620.0478,21.14,2.66,2026-07-30,当前估值快照，历史估值待核验,25.918172,15.15993,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0739432793236669,0.0352,0.0050512890900582,47.59,5,0.049416,2,0.080065
408,20260331,2026-04-18,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,715631351.5,1573735244.12,1576034744.32,-79538900.64,-79538900.64,-0.0505414750906697,0.0924,0.09187252,-0.1953540179227438,0.1988810005894383,0.0706265599999999,2.685781,155.791047,0.012115,82364.1945,26.76,7.1,2026-07-30,当前估值快照，历史估值待核验,64.231124,219.284413,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0018886948838067,0.3521,0.0,24.88,45,0.000898,6,0.02141
600089,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,24961284684.65,1814529514.69,1460823600.0,527405267.24,527405267.24,0.290656758664024,0.025539,0.01735276,-0.0197509668364403,-0.3033770314695463,0.56576507,76.748286,101.134832,0.189351,636.8904,17.0,1.46,2026-07-30,当前估值快照，历史估值待核验,21.119184,8.583356,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0170974563920014,0.0091,0.0053705322745997,46.09,3,0.005186,1,0.007059
603260,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,5005834695.33,77342804.67,-49142072.59,1262069363.89,1262069363.89,16.31786394707168,0.26,0.661401,-0.0439626494888333,,0.63521318,13.60484,146.633196,0.151728,165.2202,-12.4,1.34,2026-07-30,当前估值快照，历史估值待核验,19.084514,1.539365,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.3736,0.0001599222807223,,8,0.003437,0,0.001968
300999,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,65531291000.0,1481729000.0,1007348000.0,4165024000.0,4165024000.0,2.810921565279481,0.0152,0.970295,0.0239425999163109,0.6122011888635499,0.54030095,13.508705,71.021396,0.017703,2111.3553,39.88,1.49,2026-07-30,当前估值快照，历史估值待核验,6.771983,2.363269,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0704844926098164,0.0,0.0596276873332676,61.66,48,0.023747,0,1e-05
300896,20260331,2026-04-23,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,633766192.14,298252927.57,298448448.4,252020539.85,252020539.85,0.8449893246759522,0.0385999999999999,0.03766105,0.0019245487702221,-0.0830338565603113,0.07433741,16.789502,179.678602,0.0,52158.2796,28.48,4.14,2026-07-30,当前估值快照，历史估值待核验,92.489468,47.498731,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0296695689844084,0.0,0.1940797390289849,21.5,0,0.001002,0,0.0
688981,20260331,2026-05-15,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,17617218000.0,1361209000.0,1232279000.0,5131729000.0,5131729000.0,3.769978746834615,0.9,0.81646,0.1994610634361482,0.1205278012422832,0.34894386,31.424965,171.354299,0.1855699999999999,6483.2881,208.68,7.03,2026-07-30,当前估值快照，历史估值待核验,21.475859,9.047955,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0180658364329816,0.0,0.0,201.62,3,0.000683,0,0.0
2466,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,5128047632.11,1876028010.28,1815751653.83,259113723.85,259113723.85,0.1381182596582483,0.0431,0.0335723,-0.2348751991444798,-0.27859274512959,0.28394461,18.800409,123.508299,0.133361,-2386.6075,34.86,1.68,2026-07-30,当前估值快照，历史估值待核验,62.65606,55.403481,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0039620843275458,0.0,0.007314,20.4,16,0.003966,0,0.009828
601898,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,34188624000.0,3844352000.0,3847661000.0,5747394000.0,5747394000.0,1.4950228282945994,0.0237,0.01834883,-0.1670445468742794,-0.1859670346911079,0.45310208,21.59978,24.395959,0.116185,1410.7604,10.48,1.13,2026-07-30,当前估值快照，历史估值待核验,25.509379,13.053763,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1426548500281106,0.0,2.97183429393904e-05,20.01,2,0.00639,0,0.030432
301,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,32022404528.27,1432428907.29,1316436824.28,3534458412.2,3534458412.2,2.467458171370481,0.0411,0.01445061,0.0271806857050755,0.2358428577536822,0.81099997,10.161517,60.621538,0.265351,267.2232,64.22,2.27,2026-07-30,当前估值快照，历史估值待核验,18.92074,4.521443,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0384219584455073,0.0,0.018537,83.04,7,0.005277,0,0.000195
600905,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6948044201.27,1040089057.28,1039829468.87,3881181706.1,3881181706.1,3.731585943467104,0.0116999999999999,0.658409,0.0045954629205189,-0.24223553553423,0.71971931,640.937158,10.044714,0.404584,238.074,48.32,1.24,2026-07-30,当前估值快照，历史估值待核验,39.65831,18.205163,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0772265302869847,0.0,0.0136213825378553,132.76,104,0.003071,0,0.0
601728,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,131393926307.26,7350127688.98,6573766324.59,23215066427.94,23215066427.94,3.1584575683965603,0.0158,0.01520738,0.0041972914373793,-0.0888475512209642,0.45866552,40.220097,3.420185,0.6367,55956.9904,18.75,1.27,2026-07-30,当前估值快照，历史估值待核验,28.123671,5.535076,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1684510703144832,0.0106,0.0649604275974712,49.0,3,0.009645,0,0.000221
300316,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1729485850.04,102547160.48,82521647.55,-234912275.67,-234912275.67,-2.290773089868397,0.6,0.565524,-0.2167758211117814,-0.5447255049523154,0.31857901,144.528763,482.421891,0.0259039999999999,967.0771,118.16,2.84,2026-07-30,当前估值快照，历史估值待核验,29.443539,5.497985,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0193870437531177,0.0,0.0,142.97,1,0.001634,0,0.0
300760,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8352015912.0,2329658005.0,2296470040.0,1381035479.0,1381035479.0,0.5928061011684846,0.0596,0.05921057,-0.0004890609050861,-0.0316553216509433,0.2477439,37.619247,144.9496,0.0005,1154.3202,25.0,4.89,2026-07-30,当前估值快照，历史估值待核验,61.870083,29.053322,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0237122440467393,0.0344,0.2499101188120641,19.85,7,0.003741,0,0.005173
601868,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,102018018000.0,1454494000.0,1295157000.0,-23721628000.0,-23721628000.0,-16.309196187815143,0.01246,0.0109966,0.0484609897872887,0.0818817137576295,0.77180373,78.27733,80.149497,0.23759,286.6313,20.01,0.95,2026-07-30,当前估值快照，历史估值待核验,10.797012,2.260887,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.8150522832491325,0.0,0.0129664911490488,140.02,1,0.036744,0,0.000798
300750,20260630,2026-07-25,2026-06-30,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,276916580000.0,43284002000.0,39013300000.0,60216851000.0,1.228456,2.838129431747092e-11,0.1208,0.09039937,0.1352914973031764,0.3050299300129779,0.6365245199999999,53.568162,96.276378,0.065207,-8740.7539,21.87,4.9,2026-07-30,当前估值快照，历史估值待核验,23.928393,16.983684,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,1.2977272207348386e-12,0.0075,0.0019977715851167,23.04,2,0.002297,0,0.238207
2709,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6673476673.92,1654404644.44,1560155731.93,-21392769.97,-21392769.97,-0.0129307966112735,0.0883999999999999,0.0835669399999999,0.1565314773725212,0.3151285456018087,0.35563897,111.00296,42.880579,0.031798,12176.0583,25.37,3.81,2026-07-30,当前估值快照，历史估值待核验,38.65346,24.684577,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0005096884750206,0.0004,0.010387,24.99,8,0.00492,0,0.0
605499,20260630,2026-07-31,2026-06-30,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,12443036555.29,2866801858.34,2597599384.58,2492600974.2,-11.503198,-4.012554256770588e-09,0.1903,0.13862901,0.3159508684757843,0.3790442692131615,0.45471967,1.620787,19.617988,0.157793,3864.746,21.62,4.96,2026-07-30,当前估值快照，历史估值待核验,48.364897,23.042549,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-1.8559455396718723e-10,0.0,0.0,17.13,2,0.001234,0,0.0
688396,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2857208195.23,330002688.93,141016920.02,627349543.75,627349543.75,1.9010437332620431,0.014254,0.01423567,0.0678674601976525,-0.2513664019546269,0.17869852,54.064335,97.671197,0.000586,-3821.9667,78.74,3.09,2026-07-30,当前估值快照，历史估值待核验,25.484978,10.5696,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0241433036990353,0.0091,0.0208368068176997,56.82,8,0.000178,0,0.000556
688126,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1083907443.11,-483090287.72,-524462100.0,-165605697.43,-165605697.43,0.3428048578902198,-0.0287,-0.01601529,0.1051692258706111,,0.42185539,80.409186,149.050388,0.0865269999999999,-472.2624,-42.01,4.45,2026-07-30,当前估值快照，历史估值待核验,-11.846601,-48.724312,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0098999999999999,0.02012128572197,,4,0.000517,0,0.0
688111,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1613223593.44,2195163937.16,2171041998.7,59729388.06,59729388.06,0.0272095341258544,0.157,0.15651612,0.1533732785080788,1.0541173591487425,0.25163354,37.913528,0.191094,0.0,-169150.2512,32.25,7.73,2026-07-30,当前估值快照，历史估值待核验,86.593651,136.073136,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0008437064845226,0.0,0.0122057095813698,31.07,1,0.003905,0,0.0
601995,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8825240263.0,3577445645.0,3537751927.0,25930447901.0,25930447901.0,7.248313594153854,0.0335,0.012545,0.1243544435082231,0.1752766628229489,0.806164,,,0.170936,,15.0,1.66,2026-07-30,当前估值快照，历史估值待核验,50.580742,40.806223,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.4832209062769235,0.0,0.0117651611166466,138.95,19,0.0,0,0.000456
600426,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8343592884.31,1116593729.35,1112802620.71,890668396.41,890668396.41,0.7976655904457592,0.0332,0.02648162,0.1128916717793051,0.1279097322775093,0.2895616,0.553465,21.89499,0.16624,1963.8476,16.2,1.77,2026-07-30,当前估值快照，历史估值待核验,22.280229,14.313642,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0492386166941826,0.0,0.0,20.35,2,8.7e-05,0,0.0
688008,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1460718316.43,847375292.29,603835353.11,626635472.56,626635472.56,0.7395017039811735,0.0538999999999999,0.05004639,0.5156603099298644,11.683556501393095,0.0417452,36.581032,191.540115,0.2252,3613.227,93.91,11.52,2026-07-30,当前估值快照，历史估值待核验,69.78822,56.802557,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0078745788944859,0.0,0.0,73.02,1,0.000181,0,0.0
600600,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,10285128726.0,1799783004.0,1705809135.0,2996964504.0,2996964504.0,1.665181023122941,0.0571,0.05697642,-0.0132850516194953,0.0812425964224627,0.37629012,1.111136,42.564678,0.0,-3322.9561,16.76,2.42,2026-07-30,当前估值快照，历史估值待核验,42.742989,17.818412,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0993544763199845,0.0,0.0392685220115002,14.67,2,0.001729,9,0.0
688012,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2914986518.73,930487319.17,477558746.17,-158726143.08,-158726143.08,-0.1705838863248396,0.04,0.0391536,0.3357605141734219,0.2797500675649054,0.22175616,70.283679,370.577165,0.023358,9747.9643,121.62,13.65,2026-07-30,当前估值快照，历史估值待核验,39.892564,31.507518,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0014025973221907,0.0,0.0,113.66,1,0.002912,0,0.000359
2049,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1499087278.85,334300512.64,271836543.21,-350035759.13,-350035759.13,-1.0470691664985416,0.024,0.02253046,-0.0099326265916083,-0.2058872093846838,0.25470046,274.088974,283.865017,0.4233,-31590.6689,33.02,3.92,2026-07-30,当前估值快照，历史估值待核验,52.581069,22.234067,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0317101504087989,0.0,0.048337,37.03,7,0.001113,0,0.0
600150,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,43312405150.04,4832277995.78,4767343200.0,8151528825.13,8151528825.13,1.6868915307125714,0.033,0.02778798,0.6855591244577863,,0.62705014,19.591824,182.514255,0.035133,-1616.8093,22.56,1.74,2026-07-30,当前估值快照，历史估值待核验,17.475269,11.937302,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0747735607585359,0.0,0.0009241778248337,37.63,14,0.002447,3,0.019325
603392,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,523344880.88,-42983830.73,-64602901.66,-232044236.63,-232044236.63,5.398407556729182,-0.36,-0.339457,-0.4340209504242573,,0.12882869,268.034539,419.093319,0.4277,-1025.1091,-99.73,3.28,2026-07-30,当前估值快照，历史估值待核验,69.857803,-8.576994,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,,0.0,0.0,,4,0.001343,0,0.0
688036,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,16200109629.19,700357725.49,619060800.0,-4093949879.19,-4093949879.19,-5.845512557637169,0.0335,0.03001376,0.2043663779348072,0.2649876377498752,0.55149147,22.321428,82.352316,0.6333,725.7082,27.12,3.56,2026-07-30,当前估值快照，历史估值待核验,22.004668,4.578979,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.2155424984379487,0.0,0.0,32.0,14,0.022066,0,0.0
600584,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,9171039551.16,290272770.67,264565692.29,1778902234.03,1778902234.03,6.128381349459628,0.0101,0.924609,0.1610087558137947,0.6750703521865149,0.43008765,55.878025,47.194756,0.058286,386.7993,69.87,4.01,2026-07-30,当前估值快照，历史估值待核验,14.548409,3.040893,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0877111972156809,0.0,0.1223649548160682,88.24,11,0.001204,4,0.000759
600845,20260331,2026-04-22,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,2643942724.49,381265909.26,377063552.25,539237653.88,539237653.88,1.4143348271724785,0.0339,0.03045726,0.0157983133724053,-0.0818425201781659,0.46166989,127.58739,205.431799,0.038055,10733.3056,40.37,4.39,2026-07-30,当前估值快照，历史估值待核验,30.767956,14.576081,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0350343033731106,0.0,0.0036893510516747,50.06,3,0.003028,1,0.0
600918,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,3106618447.76,468989645.57,412403599.85,4921043130.55,4921043130.55,10.492860934209048,0.97,0.005325,-0.0453052796771507,-0.0434889487812429,0.6658558800000001,,,0.2889,,29.17,1.0,2026-07-30,当前估值快照，历史估值待核验,23.592161,17.921088,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.3597141218446708,0.0301,0.0148532223761751,184.17,19,0.0,0,1.9e-05
603369,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,4322641542.79,1384928951.0,1380976821.52,2113832763.27,2113832763.27,1.5263113401909092,0.0803,0.07428088,0.0436229980565834,0.0339417730426989,0.34735785,1.183895,557.807082,0.015528,-21421.6016,15.04,1.96,2026-07-30,当前估值快照，历史估值待核验,74.400313,32.040804,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.1014834667680125,0.0,0.0,12.48,0,0.000722,0,0.0
601100,20260331,2026-04-28,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,3209889672.03,652191721.93,557398389.25,517796421.36,517796421.36,0.7939328328604197,0.0371,0.03702002,0.0976718119292361,-0.0242522791776411,0.20431045,58.362344,101.683131,0.0887,553.8175,49.88,7.72,2026-07-30,当前估值快照，历史估值待核验,38.573534,20.351866,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0159168571142826,0.0,3.7103068714671696e-05,31.31,2,0.001312,0,0.0
708,20260331,2026-04-23,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,26494299315.69,1511486059.47,1496699152.36,144737788.72,144737788.72,0.0957585998317126,0.0341,0.02217219,-0.0178940385053516,0.0181073866147538,0.56883315,20.588243,63.146859,0.0998969999999999,955.7472,12.49,1.7,2026-07-30,当前估值快照，历史估值待核验,14.432855,5.745904,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0076668214436919,0.0,0.00039,35.68,41,0.004744,2,0.000107
2371,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,10322863908.82,1634739048.68,1626678172.85,748055666.52,748055666.52,0.4575994359002014,0.0425,0.0321156,0.3867155050801985,0.4497845316793638,0.50009533,74.095337,421.225144,0.150809,2660.4429,86.95,12.34,2026-07-30,当前估值快照，历史估值待核验,40.772789,15.18916,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0052627882219689,0.0,0.052417,89.97,8,0.001263,0,0.002263
3816,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,16319425061.99,2740733564.01,2658362609.91,3477521980.8,3477521980.8,1.2688289100644996,0.022,0.951592,-0.0372658622831981,-0.0858706432449355,0.65988612,41.006303,205.349595,0.38775,575.1308,22.16,1.67,2026-07-30,当前估值快照，历史估值待核验,39.372794,24.91187,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0572576222953294,0.0168,0.002323,63.84,10,0.001577,0,0.042072
300014,20260331,2026-04-25,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,20679868145.38,1446303779.36,1114674451.3,-365647426.63,-365647426.63,-0.2528150944829873,0.0335,0.0208122,0.2273360707555021,0.2213932067194199,0.6488814,67.995699,49.939675,0.156897,761.0617,26.31,2.7,2026-07-30,当前估值快照，历史估值待核验,14.038297,6.977797,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.0096090875896232,0.1982,0.0014115027307652,61.82,13,0.008142,0,0.0
300628,20260331,2026-04-22,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,1432034328.38,655796054.24,610658958.01,253265357.34,253265357.34,0.3861953052363336,0.0679,0.06786686,0.1724062062095122,0.2061174232666114,0.07577562,85.328517,285.539773,0.0,2404.6091,18.38,4.96,2026-07-30,当前估值快照，历史估值待核验,65.237071,45.794716,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0210117141042618,0.0,0.0,15.9,0,0.001064,0,0.0
601658,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,96162000000.0,25726000000.0,25680000000.0,307846000000.0,307846000000.0,11.966337557334992,0.024275,0.018612,0.0293720592604629,-0.0074549482309916,0.94081856,,,0.012279,,7.13,0.61,2026-07-30,当前估值快照，历史估值待核验,28.76188,26.87756,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,1.678308212809957,0.0,0.0,6.64,11,0.004598,0,0.0
977,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,35470325836.04,604873166.81,590262897.06,-7771612162.74,-7771612162.74,-12.84833348406937,0.0275,0.02026521,0.5513298765407566,0.5108230224894863,0.7321070000000001,38.502718,123.271183,0.051783,-1457.3976,39.7,4.55,2026-07-30,当前估值快照，历史估值待核验,6.639155,1.705326,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,-0.3236356041327297,0.0,2.8e-05,105.52,15,0.000818,0,0.035168
601816,20260331,2026-04-30,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,10559383280.69,3142632759.73,3142001489.3,4423061145.16,4423061145.16,1.4074381206221525,0.0151,0.0135796399999999,0.057111340482711,0.1217600891886314,0.1976541,12.379541,,0.163817,1371.0881,19.09,1.21,2026-07-30,当前估值快照，历史估值待核验,45.818868,30.212659,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0737264599592536,0.0187999999999999,0.0,22.54,1,0.002214,0,0.0
2916,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,6595587902.38,850230796.58,849446715.47,247409844.58,247409844.58,0.2909913938370506,0.0483,0.04088562,0.3329817285497507,0.680425085760509,0.4724247,75.72525,112.131412,0.088597,1467.052,53.32,10.71,2026-07-30,当前估值快照，历史估值待核验,29.169011,12.906989,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0054574529976941,0.0,0.0,59.83,0,0.002275,0,0.0
600183,20260331,2026-04-29,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,8141455910.4,1158139324.56,1082821715.86,571567196.77,571567196.77,0.493521966355084,0.0668,0.05474678,0.2941876043226645,0.6687750885415797,0.44031184,106.931714,95.561636,0.0222929999999999,4096.7757,61.88,13.56,2026-07-30,当前估值快照，历史估值待核验,28.10132,16.364488,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.0079754681052857,0.0,0.0,54.31,4,0.002103,0,0.0
600989,20260331,2026-04-24,2026-03-31,2026-07-31,AKShare/新浪财务报告+东方财富财务摘要,公开,13236777393.86,3660674643.2,3400165713.98,5563194631.76,5563194631.76,1.5197184054841053,0.0728,0.04769018,0.252728722698702,0.384963567710713,0.44855378,0.300886,21.01089,0.21217,1738.3106,13.93,3.36,2026-07-30,当前估值快照，历史估值待核验,37.404287,27.655331,未审计,当前快照，估值为当前市场数据,公开接口当前财务数据；当前估值不用于严格历史回测,0.10909679867079,0.1233,0.021557530287379,19.58,27,0.010814,0,0.001862
